1445814270,23;1;27,5
1445814270,23;2;26,2
1445814272,14;1;29,2
1445814272,14;2;27,7
1445814272,54;1;29,6
1445814272,54;2;28,5
1445814272,94;1;29,5
1445814272,94;2;28,3
1445814273,34;1;29,5
1445814273,34;2;28,4
1445814273,75;1;29,6
1445814273,75;2;28,3
1445814274,15;1;29,5
1445814274,15;2;28,4
1445814274,55;1;29,7
1445814274,55;2;28,5
1445814274,95;1;29,4
1445814274,95;2;28,2
1445814275,35;1;29,4
1445814275,35;2;28,3
1445814275,76;1;29,8
1445814275,76;2;28,1
1445814276,16;1;29,8
1445814276,16;2;28,1
1445814276,56;1;29,8
1445814276,56;2;28,5
1445814276,96;1;29,4
1445814276,96;2;28,4
1445814277,37;1;29,7
1445814277,37;2;28,2
1445814277,77;1;29,3
1445814277,77;2;28,4
1445814278,17;1;29,6
1445814278,17;2;28,4
1445814278,57;1;29,6
1445814278,57;2;28,4
1445814278,97;1;29,6
1445814278,97;2;28,4
1445814279,38;1;29,7
1445814279,38;2;28,3
1445814279,78;1;29,6
1445814279,78;2;28,3
1445814280,18;1;29,5
1445814280,18;2;28,3
1445814280,58;1;29,5
1445814280,58;2;28,4
1445814280,99;1;29,5
1445814280,99;2;28,3
1445814281,39;1;29,7
1445814281,39;2;28,5
1445814281,79;1;29,5
1445814281,79;2;28,3
1445814282,19;1;29,5
1445814282,19;2;28,4
1445814282,59;1;29,6
1445814282,59;2;28,3
1445814283,0;1;29,6
1445814283,0;2;28,4
1445814283,4;1;29,5
1445814283,4;2;28,4
1445814283,8;1;29,6
1445814283,8;2;28,3
1445814284,2;1;29,6
1445814284,2;2;28,4
1445814284,61;1;29,6
1445814284,61;2;28,4
1445814285,01;1;29,6
1445814285,01;2;28,4
1445814285,41;1;29,6
1445814285,41;2;28,4
1445814285,81;1;29,5
1445814285,81;2;28,5
1445814286,21;1;29,6
1445814286,21;2;28,4
1445814286,62;1;29,6
1445814286,62;2;28,3
1445814287,02;1;29,6
1445814287,02;2;28,2
1445814287,42;1;29,8
1445814287,42;2;28,4
1445814287,82;1;29,5
1445814287,82;2;28,3
1445814288,23;1;29,7
1445814288,23;2;28,4
1445814288,63;1;29,7
1445814288,63;2;28,3
1445814289,03;1;29,8
1445814289,03;2;28,5
1445814289,43;1;29,5
1445814289,43;2;28,6
1445814289,83;1;29,5
1445814289,83;2;28,4
1445814290,24;1;29,7
1445814290,24;2;28,3
1445814290,64;1;29,7
1445814290,64;2;28,4
1445814291,04;1;29,6
1445814291,04;2;28,3
1445814291,44;1;29,6
1445814291,44;2;28,3
1445814291,84;1;29,7
1445814291,84;2;28,4
1445814292,25;1;29,3
1445814292,25;2;28,3
1445814292,65;1;29,6
1445814292,65;2;28,3
1445814293,05;1;29,4
1445814293,05;2;28,4
1445814293,45;1;29,8
1445814293,45;2;28,2
1445814293,86;1;29,6
1445814293,86;2;28,4
1445814294,26;1;29,8
1445814294,26;2;28,5
1445814294,66;1;29,6
1445814294,66;2;28,2
1445814295,06;1;29,4
1445814295,06;2;28,4
1445814295,46;1;29,5
1445814295,46;2;28,3
1445814295,87;1;29,6
1445814295,87;2;28,3
1445814296,27;1;29,4
1445814296,27;2;28,5
1445814296,67;1;29,4
1445814296,67;2;28,6
1445814297,07;1;29,4
1445814297,07;2;28,5
1445814297,48;1;29,6
1445814297,48;2;28,3
1445814297,88;1;29,7
1445814297,88;2;28,5
1445814298,28;1;29,6
1445814298,28;2;28,6
1445814298,68;1;29,5
1445814298,68;2;28,3
1445814299,08;1;29,7
1445814299,08;2;28,5
1445814299,49;1;29,6
1445814299,49;2;28,4
1445814299,89;1;29,7
1445814299,89;2;28,3
1445814300,29;1;29,6
1445814300,29;2;28,4
1445814300,69;1;29,5
1445814300,69;2;28,4
1445814301,1;1;29,5
1445814301,1;2;28,5
1445814301,5;1;29,8
1445814301,5;2;28,5
1445814301,9;1;29,8
1445814301,9;2;28,4
1445814302,3;1;29,7
1445814302,3;2;28,3
1445814302,7;1;29,8
